"Seattle, Seattle, King, WA"
"2022-01-01 through 2022-12-31"
Date,1.5 m Min Air Temp,1.5 m Avg Air Temp,1.5 m Max Air Temp,9 m Min Air Temp,9 m Avg Air Temp,9 m Max Air Temp,1.5 m Avg Dew Point,1.5 m Avg Rel. Hum,Solar Radiation,Precipiation,2 m Avg Wind Speed,2 m Max Wind Gust,10 m Avg Wind Speed,10 m Max Wind Gust,10 m Avg Wind Dir,2 in Avg Soil Temperature,2 in Avg Soil Water Pot,8 in Avg Soil Temperature,8 in Avg Soil Water Pot,ETo,ETr,
2022-01-23,35.7,37.7,40.2,NA,NA,NA,36.5,95.7,2.32,0.00,0.8,7.4,NA,NA,NA,NA,NA,44.8,NA,0.01,0.01,
2022-01-24,36.6,38.1,39.5,NA,NA,NA,36.4,93.5,1.35,0.00,0.9,8.5,NA,NA,NA,NA,NA,44.6,NA,0.01,0.01,
2022-01-25,34.7,37.3,42.0,NA,NA,NA,34.6,89.8,4.61,0.00,1.1,6.0,NA,NA,NA,NA,NA,44.4,NA,0.01,0.01,
2022-01-26,33.6,36.1,40.6,NA,NA,NA,33.8,91.6,3.88,0.00,1.8,10.3,NA,NA,NA,NA,NA,43.9,NA,0.01,0.02,
2022-01-27,30.6,34.8,45.9,NA,NA,NA,32.3,90.7,6.43,0.00,0.8,5.7,NA,NA,NA,NA,NA,43.5,NA,0.01,0.01,
2022-01-28,27.6,35.8,50.1,NA,NA,NA,29.8,81.9,6.77,0.01,0.2,6.4,NA,NA,NA,NA,NA,42.1,NA,0.01,0.01,
2022-01-29,29.3,39.5,51.7,NA,NA,NA,31.6,75.7,4.65,0.00,0.5,4.9,NA,NA,NA,NA,NA,41.4,NA,0.01,0.02,
2022-01-30,38.9,44.7,49.9,NA,NA,NA,38.5,79.0,1.62,0.26,2.2,16.7,NA,NA,NA,NA,NA,42.9,NA,0.02,0.03,
2022-01-31,36.1,41.0,46.3,NA,NA,NA,35.5,81.0,5.06,0.01,1.1,12.1,NA,NA,NA,NA,NA,43.3,NA,0.02,0.02,
2022-02-01,35.6,39.6,44.7,NA,NA,NA,34.1,81.6,5.41,0.06,1.7,7.4,NA,NA,NA,NA,NA,43.3,NA,0.02,0.02,
2022-02-02,33.4,37.7,41.4,NA,NA,NA,35.4,91.7,2.44,0.03,1.0,9.2,NA,NA,NA,NA,NA,42.8,NA,0.01,0.01,
2022-02-03,41.6,44.2,47.2,NA,NA,NA,42.7,94.3,1.65,0.07,2.0,10.7,NA,NA,NA,NA,NA,43.5,NA,0.01,0.01,
2022-02-04,41.4,45.5,48.9,NA,NA,NA,41.0,84.5,2.92,0.00,3.5,16.0,NA,NA,NA,NA,NA,44.2,NA,0.02,0.03,
2022-02-05,36.1,43.6,47.5,NA,NA,NA,40.3,88.6,3.28,0.00,1.1,7.1,NA,NA,NA,NA,NA,45.0,NA,0.02,0.02,
2022-02-06,34.8,41.3,52.1,NA,NA,NA,38.3,89.5,9.43,0.00,0.7,6.0,NA,NA,NA,NA,NA,44.5,NA,0.02,0.02,
2022-02-07,39.0,46.4,51.6,NA,NA,NA,41.7,83.7,1.83,0.00,2.0,16.0,NA,NA,NA,NA,NA,44.5,NA,0.02,0.02,
2022-02-08,40.8,45.5,49.7,NA,NA,NA,40.9,84.1,5.17,0.00,0.7,6.0,NA,NA,NA,NA,NA,45.3,NA,0.02,0.02,
2022-02-09,42.0,48.0,54.5,NA,NA,NA,42.8,83.1,6.51,0.00,0.8,6.0,NA,NA,NA,NA,NA,46.5,NA,0.02,0.03,
2022-02-10,42.6,46.2,49.2,NA,NA,NA,43.4,90.0,3.31,0.02,2.0,10.7,NA,NA,NA,NA,NA,47.2,NA,0.02,0.02,
2022-02-11,37.0,45.4,52.0,NA,NA,NA,39.9,81.6,5.96,0.00,3.2,12.1,NA,NA,NA,NA,NA,47.1,NA,0.03,0.04,
2022-02-12,33.4,42.8,58.0,NA,NA,NA,34.3,75.9,10.91,0.00,1.7,11.0,NA,NA,NA,NA,NA,45.7,NA,0.03,0.05,
2022-02-13,30.2,42.0,56.2,NA,NA,NA,35.8,80.5,8.38,0.00,0.8,8.9,NA,NA,NA,NA,NA,44.8,NA,0.02,0.03,
2022-02-14,39.4,45.1,48.0,NA,NA,NA,41.7,88.1,3.30,0.14,1.8,10.7,NA,NA,NA,NA,NA,45.7,NA,0.02,0.02,
2022-02-15,41.1,44.6,48.6,NA,NA,NA,41.2,87.8,3.93,0.00,1.0,8.2,NA,NA,NA,NA,NA,45.9,NA,0.02,0.02,
2022-02-16,37.2,45.1,51.7,NA,NA,NA,38.4,78.1,7.12,0.00,1.2,7.8,NA,NA,NA,NA,NA,46.6,NA,0.03,0.03,
2022-02-17,38.9,44.2,47.4,NA,NA,NA,39.9,84.7,2.74,0.00,1.4,7.8,NA,NA,NA,NA,NA,46.0,NA,0.02,0.02,
2022-02-18,41.8,45.5,51.9,NA,NA,NA,40.4,82.7,7.09,0.00,0.9,7.8,NA,NA,NA,NA,NA,46.6,NA,0.03,0.03,
2022-02-19,40.8,44.6,48.8,NA,NA,NA,40.0,84.2,2.67,0.00,3.1,14.6,NA,NA,NA,NA,NA,46.8,NA,0.02,0.03,
2022-02-20,37.8,42.2,49.0,NA,NA,NA,37.7,84.9,8.54,0.23,1.8,11.7,NA,NA,NA,NA,NA,46.8,NA,0.03,0.04,
2022-02-21,30.9,38.6,43.1,NA,NA,NA,30.4,74.1,6.70,0.00,4.1,17.8,NA,NA,NA,NA,NA,46.4,NA,0.03,0.05,
2022-02-22,28.4,32.1,34.3,NA,NA,NA,20.2,61.9,3.65,0.00,5.0,18.5,NA,NA,NA,NA,NA,44.2,NA,0.04,0.06,
2022-02-23,22.3,31.2,37.7,NA,NA,NA,13.7,50.8,12.73,0.00,1.9,8.5,NA,NA,NA,NA,NA,42.0,NA,0.03,0.05,
2022-02-24,27.2,33.4,40.7,NA,NA,NA,25.1,73.3,11.19,0.00,1.7,8.5,NA,NA,NA,NA,NA,42.3,NA,0.03,0.04,
2022-02-25,24.6,34.9,48.5,NA,NA,NA,24.8,71.3,13.26,0.00,0.9,8.2,NA,NA,NA,NA,NA,41.7,NA,0.03,0.04,
2022-02-26,29.4,38.7,50.9,NA,NA,NA,30.6,76.3,6.19,0.46,0.5,8.2,NA,NA,NA,NA,NA,41.8,NA,0.03,0.03,
2022-02-27,40.5,46.2,50.5,NA,NA,NA,44.2,92.8,3.55,0.97,2.2,11.7,NA,NA,NA,NA,NA,43.6,NA,0.02,0.02,
2022-02-28,47.7,50.9,54.3,NA,NA,NA,49.6,95.3,2.01,1.80,2.5,13.9,NA,NA,NA,NA,NA,45.8,NA,0.01,0.02,
2022-03-01,48.1,53.2,59.4,NA,NA,NA,48.5,84.8,9.90,0.05,2.5,11.4,NA,NA,NA,NA,NA,48.1,NA,0.05,0.06,
2022-03-02,46.9,48.5,51.1,NA,NA,NA,46.2,92.0,3.15,0.13,1.0,7.8,NA,NA,NA,NA,NA,48.8,NA,0.02,0.02,
2022-03-03,41.7,45.0,50.7,NA,NA,NA,40.9,86.0,7.52,0.12,1.1,7.4,NA,NA,NA,NA,NA,48.6,NA,0.03,0.04,
2022-03-04,38.7,44.5,49.4,NA,NA,NA,39.7,83.8,5.86,0.04,2.2,15.3,NA,NA,NA,NA,NA,48.1,NA,0.03,0.04,
2022-03-05,36.0,43.2,51.7,NA,NA,NA,36.9,80.2,8.67,0.00,1.4,11.4,NA,NA,NA,NA,NA,47.4,NA,0.04,0.05,
2022-03-06,32.6,40.5,51.5,NA,NA,NA,36.8,87.7,8.69,0.00,0.6,8.2,NA,NA,NA,NA,NA,46.4,NA,0.03,0.04,
2022-03-07,34.3,40.4,49.3,NA,NA,NA,37.2,88.8,6.30,0.00,1.0,8.5,NA,NA,NA,NA,NA,45.8,NA,0.03,0.03,
2022-03-08,35.3,44.0,50.9,NA,NA,NA,39.8,85.9,6.30,0.13,1.2,11.4,NA,NA,NA,NA,NA,46.0,NA,0.03,0.04,
2022-03-09,31.9,40.0,48.5,NA,NA,NA,26.1,65.0,14.44,0.00,3.0,15.7,NA,NA,NA,NA,NA,46.2,NA,0.06,0.08,
2022-03-10,27.6,38.5,47.0,NA,NA,NA,23.9,60.6,11.82,0.00,1.4,6.0,NA,NA,NA,NA,NA,45.0,NA,0.04,0.06,
2022-03-11,38.9,43.6,48.3,NA,NA,NA,30.5,60.2,4.63,0.00,1.0,7.8,NA,NA,NA,NA,NA,45.6,NA,0.03,0.04,
2022-03-12,40.6,47.0,56.7,NA,NA,NA,34.7,65.0,11.25,0.04,1.3,10.3,NA,NA,NA,NA,NA,46.3,NA,0.05,0.07,
2022-03-13,41.6,48.1,54.3,NA,NA,NA,42.4,81.1,9.85,0.06,2.6,14.6,NA,NA,NA,NA,NA,47.9,NA,0.05,0.06,
2022-03-14,44.3,46.6,50.5,NA,NA,NA,42.5,85.9,3.60,0.41,2.6,11.4,NA,NA,NA,NA,NA,48.4,NA,0.03,0.04,
2022-03-15,44.3,48.1,53.6,NA,NA,NA,42.5,81.7,10.51,0.17,3.5,19.6,NA,NA,NA,NA,NA,48.5,NA,0.06,0.07,
2022-03-16,44.1,48.1,55.2,NA,NA,NA,39.3,72.6,11.22,0.00,2.6,11.4,NA,NA,NA,NA,NA,49.1,NA,0.06,0.08,
2022-03-17,42.7,46.6,51.7,NA,NA,NA,40.8,80.7,5.14,0.11,1.1,9.6,NA,NA,NA,NA,NA,49.2,NA,0.04,0.04,
2022-03-18,44.5,49.1,56.8,NA,NA,NA,43.2,81.0,8.72,0.25,1.7,8.5,NA,NA,NA,NA,NA,49.4,NA,0.05,0.06,
2022-03-19,36.1,44.0,47.6,NA,NA,NA,41.2,90.2,5.22,0.40,1.7,14.2,NA,NA,NA,NA,NA,49.9,NA,0.03,0.03,
2022-03-20,37.2,43.5,47.8,NA,NA,NA,38.2,81.8,6.51,0.13,2.9,12.8,NA,NA,NA,NA,NA,48.6,NA,0.04,0.05,
2022-03-21,42.1,45.7,50.2,NA,NA,NA,43.4,91.9,5.43,0.37,0.6,7.8,NA,NA,NA,NA,NA,48.7,NA,0.03,0.03,
2022-03-22,47.5,53.0,65.3,NA,NA,NA,49.9,90.0,11.97,0.01,0.6,4.9,NA,NA,NA,NA,NA,50.5,NA,0.06,0.07,
2022-03-23,41.1,49.3,56.8,NA,NA,NA,46.9,91.6,5.42,0.27,1.7,15.0,NA,NA,NA,NA,NA,51.6,NA,0.04,0.04,
2022-03-24,38.6,46.8,58.0,NA,NA,NA,39.7,78.3,15.04,0.00,2.0,12.8,NA,NA,NA,NA,NA,50.9,NA,0.07,0.08,
2022-03-25,43.2,49.6,60.0,NA,NA,NA,41.2,75.3,11.59,0.00,1.0,7.8,NA,NA,NA,NA,NA,51.4,NA,0.06,0.07,
2022-03-26,46.1,52.0,59.3,NA,NA,NA,45.0,77.4,9.15,0.00,1.2,6.4,NA,NA,NA,NA,NA,52.0,NA,0.06,0.06,
2022-03-27,45.3,53.3,63.9,NA,NA,NA,47.1,80.1,13.88,0.00,1.4,7.8,NA,NA,NA,NA,NA,53.2,NA,0.07,0.08,
2022-03-28,44.5,50.7,54.3,NA,NA,NA,47.2,88.0,5.35,0.00,1.6,10.3,NA,NA,NA,NA,NA,53.6,NA,0.03,0.04,
2022-03-29,41.9,50.4,60.3,NA,NA,NA,43.9,79.7,9.42,0.00,1.5,10.7,NA,NA,NA,NA,NA,52.8,NA,0.06,0.07,
2022-03-30,43.1,47.7,53.9,NA,NA,NA,41.4,79.1,8.37,0.29,2.6,10.7,NA,NA,NA,NA,NA,52.9,NA,0.05,0.07,
2022-03-31,39.9,46.9,54.5,NA,NA,NA,38.4,74.2,14.85,0.11,1.8,9.6,NA,NA,NA,NA,NA,52.7,NA,0.07,0.08,
2022-04-01,40.9,48.0,54.5,NA,NA,NA,39.2,72.8,14.18,0.10,2.6,12.1,NA,NA,NA,NA,NA,53.0,NA,0.07,0.09,
2022-04-02,43.7,49.3,56.9,NA,NA,NA,39.4,70.3,12.56,0.07,1.8,12.1,NA,NA,NA,NA,NA,53.2,NA,0.07,0.08,
2022-04-03,45.6,49.0,53.3,NA,NA,NA,41.8,76.6,6.30,0.27,3.7,14.2,NA,NA,NA,NA,NA,53.0,NA,0.05,0.07,
2022-04-04,41.8,46.5,50.1,NA,NA,NA,38.5,74.2,16.63,0.48,5.8,20.0,NA,NA,NA,NA,NA,52.3,NA,0.08,0.10,
2022-04-05,38.8,45.6,53.6,NA,NA,NA,35.1,68.1,14.80,0.09,2.7,14.6,NA,NA,NA,NA,NA,51.8,NA,0.08,0.10,
2022-04-06,33.3,47.5,61.7,NA,NA,NA,34.0,64.4,18.95,0.00,1.5,9.6,NA,NA,NA,NA,NA,51.8,NA,0.09,0.11,
2022-04-07,42.1,57.7,76.2,NA,NA,NA,40.6,57.7,17.97,0.00,1.1,7.4,NA,NA,NA,NA,NA,53.6,NA,0.11,0.12,
2022-04-08,44.3,50.5,61.1,NA,NA,NA,40.1,69.0,15.13,0.07,4.2,20.7,NA,NA,NA,NA,NA,55.2,NA,0.10,0.13,
2022-04-09,38.3,44.0,49.3,NA,NA,NA,36.3,74.9,15.80,0.25,3.1,13.5,NA,NA,NA,NA,NA,54.3,NA,0.07,0.09,
2022-04-10,36.8,41.1,47.3,NA,NA,NA,35.8,82.1,9.98,0.34,2.8,11.4,NA,NA,NA,NA,NA,53.0,NA,0.05,0.06,
2022-04-11,37.5,44.7,53.4,NA,NA,NA,32.2,64.0,14.20,0.00,5.8,19.6,NA,NA,NA,NA,NA,52.1,NA,0.10,0.13,
2022-04-12,35.7,41.7,47.5,NA,NA,NA,33.4,72.9,11.91,0.00,3.5,16.0,NA,NA,NA,NA,NA,51.4,NA,0.06,0.08,
2022-04-13,32.9,40.4,48.7,NA,NA,NA,30.8,71.3,9.44,0.00,1.9,11.4,NA,NA,NA,NA,NA,50.2,NA,0.06,0.07,
2022-04-14,37.1,41.4,47.5,NA,NA,NA,34.6,77.6,12.92,0.00,2.2,9.2,NA,NA,NA,NA,NA,50.3,NA,0.06,0.07,
2022-04-15,38.3,44.3,53.1,NA,NA,NA,32.9,67.0,15.40,0.00,2.0,11.0,NA,NA,NA,NA,NA,50.7,NA,0.08,0.10,
2022-04-16,34.3,42.3,50.8,NA,NA,NA,34.0,73.7,13.87,0.00,2.5,12.1,NA,NA,NA,NA,NA,50.8,NA,0.07,0.08,
2022-04-17,38.1,48.4,58.6,NA,NA,NA,32.9,58.3,22.55,0.00,1.9,11.0,NA,NA,NA,NA,NA,51.7,NA,0.11,0.13,
2022-04-18,43.2,47.3,52.6,NA,NA,NA,41.9,82.5,4.55,0.37,2.0,15.7,NA,NA,NA,NA,NA,52.7,NA,0.04,0.04,
2022-04-19,40.5,47.4,56.0,NA,NA,NA,37.4,69.7,19.79,0.00,3.0,12.8,NA,NA,NA,NA,NA,52.2,NA,0.10,0.12,
2022-04-20,36.8,45.6,55.0,NA,NA,NA,39.0,79.3,6.89,0.10,1.3,14.2,NA,NA,NA,NA,NA,52.0,NA,0.05,0.05,
2022-04-21,40.9,47.7,57.0,NA,NA,NA,42.4,83.5,16.37,0.34,1.9,16.0,NA,NA,NA,NA,NA,52.0,NA,0.08,0.09,
2022-04-22,40.8,50.2,59.5,NA,NA,NA,41.4,74.5,17.65,0.00,1.9,9.2,NA,NA,NA,NA,NA,53.3,NA,0.09,0.11,
2022-04-23,44.3,51.6,60.7,NA,NA,NA,42.2,71.6,20.91,0.00,1.6,10.7,NA,NA,NA,NA,NA,54.9,NA,0.11,0.12,
2022-04-24,39.2,53.9,67.0,NA,NA,NA,40.4,64.7,20.11,0.00,2.0,12.4,NA,NA,NA,NA,NA,55.5,NA,0.12,0.14,
2022-04-25,46.4,51.9,57.0,NA,NA,NA,45.8,80.5,12.13,0.24,2.0,11.4,NA,NA,NA,NA,NA,56.5,NA,0.07,0.08,
2022-04-26,42.9,48.8,55.5,NA,NA,NA,41.0,75.2,19.32,0.05,2.9,15.7,NA,NA,NA,NA,NA,56.0,NA,0.10,0.11,
2022-04-27,40.0,48.1,57.3,NA,NA,NA,39.1,73.1,18.32,0.05,2.1,8.9,NA,NA,NA,NA,NA,55.7,NA,0.10,0.11,
2022-04-28,42.8,49.1,57.4,NA,NA,NA,40.4,74.1,14.30,0.00,1.4,9.9,NA,NA,NA,NA,NA,55.9,NA,0.08,0.09,
2022-04-29,44.7,52.5,61.7,NA,NA,NA,42.2,69.6,16.71,0.02,1.2,9.6,NA,NA,NA,NA,NA,56.2,NA,0.10,0.11,
2022-04-30,46.2,52.9,62.2,NA,NA,NA,46.1,79.8,17.35,0.40,1.5,11.0,NA,NA,NA,NA,NA,57.1,NA,0.10,0.11,
2022-05-01,43.3,53.3,62.4,NA,NA,NA,45.5,77.1,15.47,0.00,0.8,7.8,NA,NA,NA,NA,NA,57.3,NA,0.09,0.09,
2022-05-02,48.3,51.4,55.0,NA,NA,NA,46.6,84.3,7.70,0.47,1.7,7.8,NA,NA,NA,NA,NA,57.4,NA,0.05,0.06,
2022-05-03,48.0,50.9,56.0,NA,NA,NA,45.1,80.7,5.68,0.01,2.1,7.8,NA,NA,NA,NA,NA,56.6,NA,0.05,0.06,
2022-05-04,44.6,51.8,65.4,NA,NA,NA,45.0,73.3,18.05,0.00,1.1,7.4,NA,NA,NA,NA,NA,56.5,NA,0.11,0.11,
2022-05-05,46.1,49.7,52.7,NA,NA,NA,45.6,85.8,6.02,0.46,2.0,13.9,NA,NA,NA,NA,NA,57.0,NA,0.04,0.05,
2022-05-06,43.0,48.9,56.0,NA,NA,NA,44.4,84.6,10.12,0.27,0.6,7.8,NA,NA,NA,NA,NA,56.0,NA,0.06,0.06,
2022-05-07,44.5,48.0,57.1,NA,NA,NA,42.7,82.4,13.66,0.26,2.5,16.0,NA,NA,NA,NA,NA,56.2,NA,0.08,0.10,
2022-05-08,43.0,47.9,55.3,NA,NA,NA,37.1,67.5,21.05,0.00,2.9,11.7,NA,NA,NA,NA,NA,56.1,NA,0.11,0.13,
2022-05-09,42.8,48.5,58.8,NA,NA,NA,39.7,70.2,19.37,0.00,2.5,11.7,NA,NA,NA,NA,NA,56.4,NA,0.11,0.13,
2022-05-10,44.2,50.4,61.0,NA,NA,NA,39.5,67.4,14.31,0.02,2.2,8.2,NA,NA,NA,NA,NA,56.6,NA,0.10,0.12,
2022-05-11,41.4,51.1,60.4,NA,NA,NA,39.2,66.6,21.72,0.00,2.7,11.7,NA,NA,NA,NA,NA,56.6,NA,0.12,0.14,
2022-05-12,44.0,49.3,53.0,NA,NA,NA,42.8,78.6,8.24,0.48,2.5,13.5,NA,NA,NA,NA,NA,56.9,NA,0.06,0.07,
2022-05-13,40.7,50.0,58.0,NA,NA,NA,37.2,63.2,20.69,0.00,2.2,8.9,NA,NA,NA,NA,NA,56.2,NA,0.11,0.13,
2022-05-14,46.6,55.4,66.0,NA,NA,NA,47.3,75.6,18.62,0.09,1.9,11.0,NA,NA,NA,NA,NA,57.5,NA,0.12,0.13,
2022-05-15,52.1,55.5,60.1,NA,NA,NA,53.4,92.7,7.27,0.65,1.2,9.2,NA,NA,NA,NA,NA,58.4,NA,0.05,0.05,
2022-05-16,46.8,55.7,61.2,NA,NA,NA,46.0,71.4,22.42,0.01,3.2,15.3,NA,NA,NA,NA,NA,58.8,NA,0.13,0.14,
2022-05-17,45.2,52.2,60.8,NA,NA,NA,42.3,71.0,15.31,0.00,1.6,9.2,NA,NA,NA,NA,NA,58.7,NA,0.10,0.11,
2022-05-18,47.3,52.3,59.2,NA,NA,NA,43.0,71.9,22.13,0.23,4.3,20.3,NA,NA,NA,NA,NA,58.6,NA,0.13,0.15,
2022-05-19,44.0,50.5,59.4,NA,NA,NA,38.8,67.0,23.72,0.10,2.9,16.0,NA,NA,NA,NA,NA,58.5,NA,0.13,0.16,
2022-05-20,40.4,51.0,62.1,NA,NA,NA,42.4,74.3,15.78,0.00,1.6,8.9,NA,NA,NA,NA,NA,57.9,NA,0.10,0.11,
2022-05-21,42.6,55.3,67.5,NA,NA,NA,43.3,67.9,24.85,0.00,2.4,11.7,NA,NA,NA,NA,NA,58.0,NA,0.15,0.17,
2022-05-22,44.7,57.8,71.1,NA,NA,NA,44.5,64.7,25.07,0.00,1.5,10.7,NA,NA,NA,NA,NA,59.0,NA,0.15,0.17,
2022-05-23,52.7,58.8,67.3,NA,NA,NA,47.9,68.1,20.04,0.00,2.1,10.3,NA,NA,NA,NA,NA,60.2,NA,0.13,0.15,
2022-05-24,48.7,55.2,60.8,NA,NA,NA,48.2,77.8,10.75,0.00,1.3,7.1,NA,NA,NA,NA,NA,60.3,NA,0.07,0.08,
2022-05-25,53.0,59.7,69.0,NA,NA,NA,50.0,72.5,23.01,0.01,2.5,13.2,NA,NA,NA,NA,NA,60.5,NA,0.15,0.17,
2022-05-26,49.8,59.0,68.6,NA,NA,NA,52.7,80.5,12.43,0.06,0.6,5.3,NA,NA,NA,NA,NA,61.1,NA,0.09,0.09,
2022-05-27,52.7,57.1,62.6,NA,NA,NA,47.8,71.7,21.45,0.06,3.7,14.2,NA,NA,NA,NA,NA,61.3,NA,0.14,0.16,
2022-05-28,48.4,53.4,59.5,NA,NA,NA,48.0,82.4,10.92,0.10,2.3,11.4,NA,NA,NA,NA,NA,60.9,NA,0.08,0.09,
2022-05-29,48.6,51.0,54.6,NA,NA,NA,48.8,92.1,4.36,1.04,1.3,10.7,NA,NA,NA,NA,NA,59.8,NA,0.03,0.03,
2022-05-30,47.3,52.5,60.3,NA,NA,NA,46.0,79.1,15.25,0.00,1.0,8.2,NA,NA,NA,NA,NA,58.8,NA,0.09,0.10,
2022-05-31,46.0,57.9,69.3,NA,NA,NA,49.0,74.6,27.21,0.00,2.3,12.4,NA,NA,NA,NA,NA,59.3,NA,0.16,0.18,
2022-06-01,50.6,60.9,72.2,NA,NA,NA,53.0,76.5,14.88,0.00,1.3,9.6,NA,NA,NA,NA,NA,60.6,NA,0.11,0.12,
2022-06-02,53.6,62.3,74.1,NA,NA,NA,57.4,85.7,17.61,0.20,1.0,7.8,NA,NA,NA,NA,NA,61.5,NA,0.12,0.13,
2022-06-03,54.3,59.1,64.6,NA,NA,NA,55.3,87.0,11.63,0.24,1.5,11.7,NA,NA,NA,NA,NA,62.1,NA,0.08,0.09,
2022-06-04,54.6,60.9,69.5,NA,NA,NA,54.6,81.4,20.45,0.31,1.2,10.7,NA,NA,NA,NA,NA,62.3,NA,0.13,0.14,
2022-06-05,52.1,59.4,66.3,NA,NA,NA,54.3,83.9,13.82,0.73,2.5,12.1,NA,NA,NA,NA,NA,63.0,NA,0.09,0.10,
2022-06-06,50.2,57.0,65.5,NA,NA,NA,47.1,70.9,18.90,0.06,1.6,8.2,NA,NA,NA,NA,NA,62.5,NA,0.12,0.13,
2022-06-07,46.1,60.8,72.9,NA,NA,NA,50.0,70.2,22.28,0.00,1.6,9.6,NA,NA,NA,NA,NA,61.9,NA,0.14,0.16,
2022-06-08,57.8,63.3,71.2,NA,NA,NA,49.4,61.1,21.13,0.00,2.2,12.1,NA,NA,NA,NA,NA,63.1,NA,0.15,0.18,
2022-06-09,55.1,56.6,59.9,NA,NA,NA,54.3,92.0,5.35,1.10,0.7,6.7,NA,NA,NA,NA,NA,62.9,NA,0.04,0.04,
2022-06-10,58.0,61.5,68.2,NA,NA,NA,57.1,85.8,10.11,0.14,2.5,15.3,NA,NA,NA,NA,NA,62.2,NA,0.08,0.10,
